"","ID","jab","ext","int","red","jab_ex","jab_in","jab_re","province"
"6304",6304,0.031011346,0.609189807,0,1.108077801,0.018891796,0,0.034362984,"Badajoz"
"2319",2319,0,0,0.397475438,0,0,0,0,"Sevilla"
"169",169,0.186068076,0,0,0.554038901,0,0,0.103088952,"Malaga"
"4563",4563,0,0,0,0,0,0,0,"Alicante"
"9890",9890,0,0,0,0,0,0,0,"Toledo"
"7855",7855,0.062022692,0,0,0,0,0,0,"Ciudad_Real"
"9066",9066,1.581578645,0,0,0,0,0,0,"Valencia"
"14267",14267,0.837306342,0,0,0,0,0,0,"Guadalajara"
"5190",5190,0.837306342,0,0,0,0,0,0,"Jaen"
"12239",12239,0.992363071,0,0,0,0,0,0,"Cuenca"
"2143",2143,0.062022692,0.609189807,2.384852627,0,0.037783592,0.14791498,0,"Almeria"
"16498",16498,1.581578645,0,0.397475438,0,0,0.628638664,0,"Zaragoza"
"2628",2628,0.341124806,0,0,0,0,0,0,"Granada"
"4067",4067,3.101134598,0,0,0,0,0,0,"Sevilla"
"21602",21602,1.984726143,0.609189807,0.397475438,0,1.209074936,0.788879893,0,"Huesca"
"91",91,5.985189775,0,0,0,0,0,0,"Cadiz"
"1426",1426,0.62022692,0,0.397475438,0,0,0.246524966,0,"Almeria"
"20667",20667,0.093034038,0,0,0,0,0,0,"Pontevedra"
"10017",10017,0.031011346,0,1.192426313,0,0,0.036978745,0,"Toledo"
"4973",4973,0.279102114,0,0,0,0,0,0,"Alicante"
"22586",22586,0.651238266,0,0,0,0,0,0,"Leon"
"14464",14464,0.496181536,0,0,0,0,0,0,"Teruel"
"6973",6973,0.806294996,0,0,0,0,0,0,"Ciudad_Real"
"6874",6874,0.558204228,0,0,0,0,0,0,"Albacete"
"23015",23015,0.093034038,0,0,0,0,0,0,"Leon"
"6780",6780,0,0.609189807,1.192426313,0,0,0,0,"Badajoz"
"11593",11593,0.806294996,0,0,0,0,0,0,"Avila"
"10767",10767,2.015737489,0,0,0,0,0,0,"Cuenca"
"9199",9199,0.713260958,0,0,0,0,0,0,"Valencia"
"9837",9837,3.132145944,0,0,0,0,0,0,"Caceres"
"4803",4803,0.77528365,0,0,0,0,0,0,"Albacete"
"24404",24404,1.829669413,0,0,0,0,0,0,"Guipuzcoa"
"11321",11321,0.124045384,0,0,0,0,0,0,"Madrid"
"2279",2279,0.682249612,1.827569422,1.987377189,5.540389007,1.246858528,1.355887315,3.779928248,"Huelva"
"1471",1471,0.031011346,0,0,0,0,0,0,"Sevilla"
"10137",10137,0.806294996,0,0,0,0,0,0,"Toledo"
"10954",10954,0.527192882,0,0,0,0,0,0,"Castellon"
"19543",19543,0.186068076,0,0,0,0,0,0,"La_Rioja"
"16365",16365,1.798658067,0,0,0,0,0,0,"Barcelona"
"5800",5800,0.496181536,0,0,0,0,0,0,"Albacete"
"4531",4531,1.240453839,0,0,0,0,0,0,"Murcia"
"2691",2691,1.829669413,1.218379614,0,0,2.229231914,0,0,"Sevilla"
"23998",23998,0.173414439,0,0,0,0,0,0,"Palencia"
"24931",24931,0.093034038,0,0,1.108077801,0,0,0.103088952,"ACorunia"
"22011",22011,0.031011346,0,0,0,0,0,0,"Navarre"
"15067",15067,0.341124806,0,0,0,0,0,0,"Soria"
"19691",19691,1.178431147,0,0.794950876,0,0,0.936794872,0,"Ourense"
"8726",8726,0,0,0,0,0,0,0,"Ciudad_Real"
"24365",24365,0.434158844,0.609189807,0,0.554038901,0.264485142,0,0.240540889,"Cantabria"
"14385",14385,1.085397109,0,0,0,0,0,0,"Madrid"
"369",369,0.744272304,1.827569422,0,0,1.360209303,0,0,"Malaga"
"11274",11274,0.031011346,0,0,0,0,0,0,"Caceres"
"22023",22023,0.093034038,0,0.397475438,0,0,0.036978745,0,"Navarre"
"2507",2507,2.387873641,0,0,0,0,0,0,"Granada"
"6066",6066,1.302476531,0,0,0,0,0,0,"Ciudad_Real"
"20095",20095,1.860680759,0.609189807,0,0,1.133507753,0,0,"Huesca"
"16300",16300,0.992363071,0,0,0,0,0,0,"Zaragoza"
"10513",10513,0.372136152,0,0,0,0,0,0,"Valencia"
"16646",16646,0.868317688,0,0,0,0,0,0,"Zaragoza"
"2705",2705,0.62022692,0,0,0,0,0,0,"Sevilla"
"13731",13731,0.093034038,0,0.397475438,1.662116702,0,0.036978745,0.154633428,"Avila"
"5812",5812,0.372136152,0,0.397475438,0,0,0.14791498,0,"Albacete"
"25202",25202,0.806294996,0,0,0.554038901,0,0,0.446718793,"Vizcaya"
"19203",19203,0.837306342,0,0,0,0,0,0,"Ourense"
"10497",10497,0.403147498,0,0,0,0,0,0,"Cuenca"
"18263",18263,2.946077868,0,0,0,0,0,0,"Girona"
"8025",8025,1.054385763,0,0,0,0,0,0,"Albacete"
"12678",12678,2.015737489,0,0,0,0,0,0,"Madrid"
"25795",25795,0.15505673,0,0,1.108077801,0,0,0.17181492,"Cantabria"
"23785",23785,0.217079422,0,0,0,0,0,0,"Leon"
"22803",22803,0.31011346,0,0,0,0,0,0,"Leon"
"10340",10340,0.589215574,0,0,0,0,0,0,"Cuenca"
"3003",3003,0.031011346,0,0,0,0,0,0,"Cordoba"
"9542",9542,0,0,0,0,0,0,0,"Caceres"
"8481",8481,0.496181536,0,0,0,0,0,0,"Valencia"
"312",312,0,0,0.397475438,0.554038901,0,0,0,"Cadiz"
"23877",23877,0.248090768,0,0.397475438,0,0,0.098609987,0,"Navarre"
"2754",2754,1.488544607,0,0,0,0,0,0,"Jaen"
"20969",20969,0.496181536,0,0,0,0,0,0,"Leon"
"14510",14510,0,0,0.397475438,0,0,0,0,"Salamanca"
"23366",23366,0.248090768,0,0.397475438,0,0,0.098609987,0,"ACorunia"
"2120",2120,0.217079422,0,0,0,0,0,0,"Granada"
"11163",11163,0.124045384,0,1.192426313,0,0,0.14791498,0,"Toledo"
"10253",10253,0.77528365,0.609189807,0,0,0.472294897,0,0,"Caceres"
"7876",7876,0,0,0.397475438,0,0,0,0,"Albacete"
"20495",20495,0,0,0,0,0,0,0,"Palencia"
"22933",22933,0.031011346,0,0,0,0,0,0,"Huesca"
"19021",19021,0,0,0,0,0,0,0,"Palencia"
"6244",6244,1.922703451,0,0,0,0,0,0,"Albacete"
"1048",1048,1.984726143,0.609189807,0,0,1.209074936,0,0,"Sevilla"
"11232",11232,1.271465185,0,0,0,0,0,0,"Teruel"
"7157",7157,0.248090768,0,0,0,0,0,0,"Albacete"
"8710",8710,3.907429594,0,0,0,0,0,0,"Toledo"
"6237",6237,0.341124806,0,0,0,0,0,0,"Ciudad_Real"
"52",52,0.134140354,0,0,0,0,0,0,"Cadiz"
"20954",20954,0.837306342,0,0,0,0,0,0,"Ourense"
"4613",4613,0.186068076,4.873518457,0,0,0.906806202,0,0,"Cordoba"
"6088",6088,0.837306342,0,0,0,0,0,0,"Ciudad_Real"
"5688",5688,0.558204228,0,0,0,0,0,0,"Alicante"
"10696",10696,0.15505673,0.609189807,0,0,0.094458979,0,0,"Caceres"
"935",935,0,0,0,0,0,0,0,"Sevilla"
"18013",18013,0.651238266,0,7.552033318,0.554038901,0,4.91817308,0.360811333,"Huesca"
"16110",16110,0.434158844,0,0,0,0,0,0,"Zaragoza"
"13613",13613,0.62022692,0,0,0,0,0,0,"Guadalajara"
"14343",14343,0,0.609189807,0,0.554038901,0,0,0,"Salamanca"
"8674",8674,1.674612683,0,0,0,0,0,0,"Caceres"
"6362",6362,1.643601337,0,0,0,0,0,0,"Ciudad_Real"
"25449",25449,0.62022692,0,0,0,0,0,0,"Asturias"
"2545",2545,0.713260958,0,0,0,0,0,0,"Huelva"
"19205",19205,0.744272304,0,0,0,0,0,0,"Ourense"
"22865",22865,1.023374417,0,0.397475438,0,0,0.406766195,0,"Alava"
"561",561,0,0,0,0,0,0,0,"Cadiz"
"6424",6424,0.31011346,0,0,0,0,0,0,"Murcia"
"2098",2098,0.062022692,0,0.397475438,1.108077801,0,0.024652497,0.068725968,"Jaen"
"19729",19729,1.116408455,0,0.397475438,0,0,0.44374494,0,"Zamora"
"21253",21253,0.248090768,0,0,0,0,0,0,"Palencia"
"2898",2898,0.62022692,0,0,0,0,0,0,"Jaen"
"2517",2517,3.845406902,0,0,0,0,0,0,"Murcia"
"11903",11903,1.891692105,0,0,0,0,0,0,"Toledo"
"1929",1929,0.031011346,0,0,0,0,0,0,"Sevilla"
"5500",5500,1.426521915,0,0,0,0,0,0,"Jaen"
"9986",9986,2.077760181,0,0,0.554038901,0,0,1.151159966,"Caceres"
"6224",6224,0.403147498,0,0,0,0,0,0,"Ciudad_Real"
"820",820,0,0,0,0,0,0,0,"Almeria"
"25064",25064,1.085397109,0,0.397475438,0,0,0.431418691,0,"Guipuzcoa"
"14884",14884,0.682249612,0,0,0,0,0,0,"Guadalajara"
"9712",9712,0.341124806,1.218379614,0,1.108077801,0.415619509,0,0.377992825,"Caceres"
"13558",13558,1.581578645,1.218379614,1.589901751,0,1.92696318,2.514554658,0,"Salamanca"
"7187",7187,1.612589991,0,0,0,0,0,0,"Valencia"
"9055",9055,0.62022692,0,0.397475438,0,0,0.246524966,0,"Valencia"
"10079",10079,0.992363071,0,0,0,0,0,0,"Valencia"
"15092",15092,0.744272304,0,0,0,0,0,0,"Zaragoza"
"2249",2249,0.372136152,0,0,0,0,0,0,"Granada"
"2237",2237,0.62022692,0,0,0,0,0,0,"Granada"
"14601",14601,1.240453839,0,0,0,0,0,0,"Teruel"
"24078",24078,0.992363071,0,0,0,0,0,0,"Navarre"
"10221",10221,0.682249612,0,0,0,0,0,0,"Valencia"
"24390",24390,0.589215574,0,0,0,0,0,0,"Alava"
"24547",24547,1.395510569,0,0,0.554038901,0,0,0.773167142,"Burgos"
"22090",22090,0.930340379,0,0,0,0,0,0,"Lleida"
"7338",7338,1.674612683,0,0,0,0,0,0,"Valencia"
"2684",2684,1.333487877,0.609189807,0.397475438,1.662116702,0.812347223,0.530028678,2.216412473,"Huelva"
"9397",9397,0.930340379,1.218379614,0,0,1.133507753,0,0,"Caceres"
"18378",18378,0.341124806,0,1.192426313,0,0,0.406766195,0,"Soria"
"9816",9816,0,0,0,0,0,0,0,"Valencia"
"17006",17006,0.434158844,0,0,0,0,0,0,"Zaragoza"
"24570",24570,0.806294996,0,0,0.554038901,0,0,0.446718793,"Alava"
"25586",25586,0.558204228,0,0,0,0,0,0,"Asturias"
"10567",10567,0.46517019,0,0.397475438,0,0,0.184893725,0,"Toledo"
"3039",3039,1.395510569,0,0,0,0,0,0,"Jaen"
"17312",17312,0,0,0,0,0,0,0,"Valladolid"
"8217",8217,1.302476531,1.218379614,0,0,1.586910854,0,0,"Caceres"
"24579",24579,1.581578645,0,0,0,0,0,0,"Guipuzcoa"
"23632",23632,1.085397109,0,0,0,0,0,0,"Leon"
"21997",21997,0.15505673,0,0,0,0,0,0,"La_Rioja"
"21207",21207,2.387873641,0,0,0,0,0,0,"Ourense"
"12772",12772,2.108771527,0,0,0,0,0,0,"Salamanca"
"16145",16145,0.15505673,0,0,0,0,0,0,"Zaragoza"
"7469",7469,2.604953063,0,0,0,0,0,0,"Valencia"
"18528",18528,0.031011346,0,0.397475438,0.554038901,0,0.012326248,0.017181492,"Zamora"
"1503",1503,0.930340379,0,0.397475438,0,0,0.36978745,0,"Granada"
"1191",1191,0.46517019,0,0,0,0,0,0,"Granada"
"14731",14731,2.108771527,0,0,0,0,0,0,"Guadalajara"
"22699",22699,0.062022692,0,0,0,0,0,0,"Huesca"
"12923",12923,2.046748835,0,0,0,0,0,0,"Salamanca"
"392",392,0,0,0,0,0,0,0,"Almeria"
"25469",25469,2.232816911,0.609189807,0,0,1.360209303,0,0,"Asturias"
"17332",17332,0.806294996,0,0,0,0,0,0,"Burgos"
"21601",21601,1.457533261,0,0,0,0,0,0,"Huesca"
"21565",21565,0.093034038,0,0,0,0,0,0,"Zaragoza"
"19639",19639,1.550567299,0,0,0,0,0,0,"Lleida"
"23639",23639,0.589215574,0.609189807,0,0,0.358944122,0,0,"Palencia"
"4913",4913,1.178431147,0,0.397475438,0,0,0.468397436,0,"Jaen"
"14859",14859,0,0,0.794950876,0,0,0,0,"Segovia"
"18512",18512,0.248090768,0,0,0.554038901,0,0,0.137451936,"Zamora"
"8762",8762,3.814395556,0,0,0,0,0,0,"Valencia"
"8986",8986,2.139782873,0,0,0,0,0,0,"Toledo"
"6121",6121,0.186068076,0,0,0,0,0,0,"Murcia"
"19439",19439,0.341124806,0,0.397475438,0,0,0.135588732,0,"Ourense"
"12291",12291,0.279102114,0,5.962131567,0,0,1.664043523,0,"Castellon"
"3529",3529,3.814395556,1.827569422,0,0,6.971072679,0,0,"Sevilla"
"19921",19921,0.093034038,0,0,0,0,0,0,"Pontevedra"
"24688",24688,0.448667741,0,0,0,0,0,0,"Leon"
"24336",24336,0.372136152,0,0,0,0,0,0,"Leon"
"11973",11973,0.217079422,0,0,0,0,0,0,"Teruel"
"7379",7379,0.186068076,0,0,0,0,0,0,"Badajoz"
"14207",14207,0.031011346,0,0.794950876,1.108077801,0,0.024652497,0.034362984,"Avila"
"3383",3383,1.984726143,1.218379614,0,0,2.418149873,0,0,"Sevilla"
"890",890,0.77528365,0,0.397475438,0.554038901,0,0.308156208,0.429537301,"Granada"
"7749",7749,3.380236712,0,0,0,0,0,0,"Valencia"
"5910",5910,1.302476531,0,0,0,0,0,0,"Ciudad_Real"
"21673",21673,1.209442493,0,0,0.554038901,0,0,0.670078189,"Ourense"
"24045",24045,1.054385763,0,0,0,0,0,0,"Alava"
"10817",10817,0.372136152,1.827569422,0,0,0.680104652,0,0,"Caceres"
"24271",24271,0.093034038,0,0,0.554038901,0,0,0.051544476,"ACorunia"
"19019",19019,0,0,0,0,0,0,0,"Palencia"
"17929",17929,0.248090768,0,0,0,0,0,0,"Burgos"
"10870",10870,0,0,0.397475438,0,0,0,0,"Toledo"
"1683",1683,0.15505673,0,0,0,0,0,0,"Huelva"
"1679",1679,0.031011346,0,0.397475438,0,0,0.012326248,0,"Huelva"
"19923",19923,0.031011346,0,0,0,0,0,0,"Pontevedra"
"19273",19273,0,0,0,0,0,0,0,"Palencia"
"23280",23280,0.713260958,0,0,0,0,0,0,"Burgos"
"15462",15462,0.372136152,0,0,0,0,0,0,"Tarragona"
"20277",20277,1.054385763,0,0,0,0,0,0,"Burgos"
"22099",22099,0.248090768,0,0,0,0,0,0,"Pontevedra"
"23784",23784,0.31011346,0,0,0,0,0,0,"Leon"
"18450",18450,1.550567299,0,0.397475438,0,0,0.616312416,0,"Lleida"
"10862",10862,0.868317688,0,0.397475438,0,0,0.345134953,0,"Toledo"
"1757",1757,0.496181536,0,0,0,0,0,0,"Granada"
"11755",11755,1.705624029,0,0,0,0,0,0,"Toledo"
"16880",16880,0.341124806,0,3.974754378,0,0,1.355887315,0,"Lleida"
"18076",18076,0.589215574,0,0,0,0,0,0,"Zamora"
"473",473,0.04388898,0,0,0,0,0,0,"Huelva"
"14629",14629,0.744272304,0,0.397475438,0,0,0.29582996,0,"Teruel"
"5995",5995,0,0,0,0,0,0,0,"Alicante"
"1000",1000,0.930340379,0,0,0,0,0,0,"Almeria"
"8371",8371,0.031011346,0,0,3.324233404,0,0,0.103088952,"Caceres"
"2666",2666,0.682249612,0,0,0,0,0,0,"Huelva"
"9459",9459,0.093034038,0,0,0,0,0,0,"Toledo"
"4668",4668,1.147419801,0,0,0,0,0,0,"Murcia"
"12466",12466,0,0,0,0,0,0,0,"Salamanca"
"462",462,0.124045384,0,0,0,0,0,0,"Almeria"
"14489",14489,0.868317688,0,0,0.554038901,0,0,0.481081777,"Salamanca"
"19272",19272,0,0,0,0,0,0,0,"Palencia"
"23200",23200,0.434158844,0,0,2.216155603,0,0,0.962163554,"Lugo"
"6678",6678,0.77528365,0,0,0,0,0,0,"Ciudad_Real"
"20440",20440,0.868317688,0,0,0,0,0,0,"Ourense"
"16506",16506,0.496181536,0,0,0,0,0,0,"Zaragoza"
"19043",19043,0.558204228,0,0.794950876,0,0,0.44374494,0,"Burgos"
"6239",6239,1.116408455,0,0,0,0,0,0,"Ciudad_Real"
"23095",23095,1.333487877,0,0,0.554038901,0,0,0.738804158,"Navarre"
"24341",24341,0.31011346,0,0,0,0,0,0,"Leon"
"5297",5297,0.837306342,3.045949036,2.782328065,0,2.550392444,2.329660933,0,"Cordoba"
"14400",14400,2.325850949,0,0,0,0,0,0,"Guadalajara"
"15467",15467,0.899329033,0,0.794950876,0,0,0.714922403,0,"Tarragona"
"16939",16939,0.031011346,0,0.794950876,1.108077801,0,0.024652497,0.034362984,"Valladolid"
"6790",6790,0,0,0,0,0,0,0,"Badajoz"
"18768",18768,0,0,0,0,0,0,0,"Zamora"
"25498",25498,0.744272304,0,0,0,0,0,0,"Cantabria"
"24238",24238,0.930340379,0,0.397475438,0,0,0.36978745,0,"Navarre"
"8364",8364,2.046748835,0.609189807,0,0,1.246858528,0,0,"Caceres"
"6461",6461,0.018924144,0.609189807,0,0,0.011528396,0,0,"Badajoz"
"16108",16108,0.15505673,0,0.397475438,0,0,0.061631242,0,"Zaragoza"
"17311",17311,0,0,0,0,0,0,0,"Valladolid"
"7735",7735,0.15505673,0,0,0,0,0,0,"Albacete"
"13368",13368,0.496181536,0,1.192426313,0,0,0.591659919,0,"Tarragona"
"9108",9108,0.186068076,0.609189807,0,0,0.113350775,0,0,"Caceres"
"5338",5338,1.457533261,0,0,0,0,0,0,"Jaen"
"21336",21336,2.077760181,0,0,0,0,0,0,"Zaragoza"
"6334",6334,0.181310479,0.609189807,3.179803502,6.094427907,0.110452496,0.576531696,1.104983643,"Badajoz"
"18548",18548,0.093034038,0,0,0,0,0,0,"Valladolid"
"15050",15050,2.728998446,0,0,0,0,0,0,"Guadalajara"
"4934",4934,1.457533261,0,0,0,0,0,0,"Jaen"
"2522",2522,0.899329033,0,5.962131567,1.108077801,0,5.36191802,0.996526538,"Murcia"
"25637",25637,0.527192882,0.609189807,0,0.554038901,0.32116053,0,0.292085365,"Cantabria"
"2962",2962,0.093034038,0,0,0.554038901,0,0,0.051544476,"Huelva"
"7676",7676,1.147419801,0,0,0,0,0,0,"Ciudad_Real"
"15690",15690,0,0,0,0,0,0,0,"Valladolid"
"19204",19204,0.837306342,0,0,0.554038901,0,0,0.463900285,"Ourense"
"4639",4639,0.093034038,0,0.794950876,0,0,0.07395749,0,"Jaen"
"13024",13024,0.651238266,0,0,0,0,0,0,"Teruel"
"9896",9896,0,0,0,0,0,0,0,"Toledo"
"1100",1100,1.984726143,0,0,0,0,0,0,"Almeria"
"8466",8466,0.093034038,0,0,0,0,0,0,"Albacete"
"5700",5700,0.279102114,4.873518457,0.794950876,2.770194503,1.360209303,0.22187247,0.773167142,"Badajoz"
"5707",5707,0.434158844,7.310277686,0,0,3.173821708,0,0,"Badajoz"
"9942",9942,1.457533261,0,0,0,0,0,0,"Valencia"
"24446",24446,0.093034038,0,0.397475438,0,0,0.036978745,0,"ACorunia"
"11294",11294,2.139782873,0,0,0,0,0,0,"Toledo"
"22147",22147,0.496181536,0,0,0,0,0,0,"Leon"
"11329",11329,0.961351725,0,0,0,0,0,0,"Madrid"
"17288",17288,0.77528365,0,1.589901751,0.554038901,0,1.232624832,0.429537301,"Zamora"
"7202",7202,3.31821402,0,0,0,0,0,0,"Valencia"
"23232",23232,0.403147498,0,0,0,0,0,0,"Leon"
"18323",18323,0.31011346,0,0,0,0,0,0,"Valladolid"
"16918",16918,1.023374417,0,0,0,0,0,0,"Zamora"
"5835",5835,1.116408455,0,0,0,0,0,0,"Alicante"
"9819",9819,0.093034038,0,0,0.554038901,0,0,0.051544476,"Caceres"
"11079",11079,0.46517019,0,0,0,0,0,0,"Valencia"
"14858",14858,0,0,1.192426313,0.554038901,0,0,0,"Segovia"
"16154",16154,0.372136152,0,0,0,0,0,0,"Zaragoza"
"6513",6513,4.403611129,0,0,0,0,0,0,"Ciudad_Real"
"437",437,0.961351725,0,0,0,0,0,0,"Malaga"
"21464",21464,1.302476531,0,0,0,0,0,0,"Leon"
"22392",22392,0.434158844,0,0,0.554038901,0,0,0.240540889,"Palencia"
"14998",14998,0.093034038,0,0,0,0,0,0,"Salamanca"
"21471",21471,0.062022692,0,0.794950876,1.662116702,0,0.049304993,0.103088952,"Leon"
"8465",8465,0,0,0,0,0,0,0,"Albacete"
"14294",14294,0.372136152,0,0.397475438,0,0,0.14791498,0,"Teruel"
"5708",5708,0.434158844,3.045949036,0.794950876,0,1.322425712,0.345134953,0,"Badajoz"
"6314",6314,0,0,0.397475438,0,0,0,0,"Badajoz"
"1386",1386,0.186068076,0,0,0,0,0,0,"Granada"
"5404",5404,0.248090768,0.609189807,0,0.554038901,0.151134367,0,0.137451936,"Badajoz"
"23490",23490,0.806294996,0,0,0,0,0,0,"Alava"
"7467",7467,1.705624029,0,0.397475438,0,0,0.677943658,0,"Valencia"
"7370",7370,0.221123722,0,0,0,0,0,0,"Badajoz"
"5808",5808,2.015737489,0,0,0,0,0,0,"Albacete"
"3400",3400,1.364499223,0,0,0,0,0,0,"Cordoba"
"3193",3193,0.434158844,0,0,0,0,0,0,"Almeria"
"19865",19865,2.6979871,0,0.397475438,0,0,1.072383604,0,"Huesca"
"7501",7501,0.248090768,0,0,0,0,0,0,"Badajoz"
"10616",10616,0.868317688,0,0,0,0,0,0,"Cuenca"
"25960",25960,1.271465185,0,0,0.554038901,0,0,0.704441174,"Asturias"
"24989",24989,0.77528365,0.609189807,0,0,0.472294897,0,0,"Asturias"
"12325",12325,0.46517019,0,0.397475438,0,0,0.184893725,0,"Avila"
"21989",21989,0.62022692,0,0,0,0,0,0,"Burgos"
"15622",15622,0.062022692,0,1.192426313,0,0,0.07395749,0,"Zaragoza"
"24451",24451,0.217079422,0,0.397475438,1.662116702,0,0.086283738,0.360811333,"ACorunia"
"26105",26105,0.62022692,0,0.397475438,0,0,0.246524966,0,"Asturias"
"3534",3534,3.721361518,0.609189807,0,0,2.267015506,0,0,"Cordoba"
"10040",10040,0,0,0.397475438,0,0,0,0,"Toledo"
"6366",6366,1.829669413,0,0,0,0,0,0,"Ciudad_Real"
"7653",7653,0.062022692,0,0,0,0,0,0,"Badajoz"
"2922",2922,1.612589991,0,0,0,0,0,0,"Murcia"
"13845",13845,1.054385763,0,0.397475438,0,0,0.419092443,0,"Tarragona"
"21527",21527,0.806294996,0,0,0,0,0,0,"Burgos"
"19048",19048,0.589215574,0,0,0,0,0,0,"Burgos"
"1372",1372,0,0,0,0,0,0,0,"Sevilla"
"6179",6179,0.093034038,1.218379614,0.794950876,6.094427907,0.113350775,0.07395749,0.566989237,"Badajoz"
"16234",16234,0.031011346,0,0,0,0,0,0,"Valladolid"
"10069",10069,1.333487877,0,0,0,0,0,0,"Cuenca"
"6757",6757,5.240917471,0,0,0,0,0,0,"Alicante"
"19340",19340,0.372136152,0,0,0,0,0,0,"Zaragoza"
"13384",13384,0.341124806,1.827569422,0.397475438,0,0.623429264,0.135588732,0,"Salamanca"
"21906",21906,1.457533261,0,0,0.554038901,0,0,0.807530126,"Lugo"
"8577",8577,0.279102114,0,0,0,0,0,0,"Ciudad_Real"
"14676",14676,0.15505673,0,0.397475438,0,0,0.061631242,0,"Salamanca"
"4320",4320,1.395510569,0,0,0,0,0,0,"Badajoz"
"23376",23376,0.496181536,0,0.397475438,0,0,0.197219973,0,"Pontevedra"
"6011",6011,0,0,0.397475438,0.554038901,0,0,0,"Badajoz"
"6359",6359,4.775747281,0,0,0,0,0,0,"Ciudad_Real"
"18958",18958,1.054385763,0,1.589901751,0,0,1.676369772,0,"Ourense"
"3192",3192,0.744272304,0,0,0,0,0,0,"Almeria"
"17458",17458,5.923167083,0,0.397475438,0,0,2.354313429,0,"Barcelona"
"21707",21707,1.178431147,0,0,0.554038901,0,0,0.652896697,"Leon"
"22795",22795,0.713260958,0,0,0,0,0,0,"Leon"
"4283",4283,1.674612683,0,0,0,0,0,0,"Murcia"
"2819",2819,0.46517019,3.655138843,0,1.108077801,1.700261629,0,0.515444761,"Huelva"
"17490",17490,0,0,0.794950876,0,0,0,0,"Zamora"
"13287",13287,0.682249612,0,0,0,0,0,0,"Guadalajara"
"25209",25209,1.798658067,0,0,0,0,0,0,"Alava"
"18182",18182,0.372136152,0,8.744459632,0.554038901,0,3.254129557,0.206177904,"Zaragoza"
"12823",12823,0.186068076,0,0,0,0,0,0,"Madrid"
"674",674,1.674612683,0,0,0,0,0,0,"Malaga"
"20520",20520,0.31011346,0,0,0.554038901,0,0,0.17181492,"Burgos"
"9443",9443,5.985189775,0,0,0,0,0,0,"Toledo"
"11419",11419,0.15505673,2.436759229,0.794950876,1.108077801,0.377835918,0.123262483,0.17181492,"Caceres"
"3619",3619,0.527192882,0,0,0,0,0,0,"Murcia"
"21953",21953,0.031011346,0,0,0,0,0,0,"Leon"
"5134",5134,0.091302521,0,3.179803502,2.770194503,0,0.290324076,0.252925742,"Badajoz"
"26047",26047,2.884055176,0,0,0.554038901,0,0,1.597878759,"Asturias"
"3602",3602,1.054385763,0,0,0,0,0,0,"Murcia"
"4413",4413,0.62022692,0,0,0,0,0,0,"Murcia"
"459",459,0.434158844,0,0,0,0,0,0,"Granada"
"17573",17573,0.651238266,0,0,0,0,0,0,"Zaragoza"
"5780",5780,1.333487877,0,0,0,0,0,0,"Ciudad_Real"
"6305",6305,0.031011346,1.218379614,0.397475438,0,0.037783592,0.012326248,0,"Badajoz"
"20564",20564,0.992363071,0,0,0,0,0,0,"Navarre"
"13683",13683,0.403147498,0,0.397475438,0,0,0.160241228,0,"Tarragona"
"5796",5796,0.46517019,0,0,0,0,0,0,"Albacete"
"10033",10033,0.031011346,0,0,0,0,0,0,"Toledo"
"3522",3522,1.922703451,4.26432865,0,0,8.199039412,0,0,"Sevilla"
"23659",23659,0.992363071,0,0,0,0,0,0,"Burgos"
"11197",11197,1.767646721,0,0,0,0,0,0,"Cuenca"
"15945",15945,0.930340379,0,0.397475438,0,0,0.36978745,0,"Zaragoza"
"15277",15277,0.062022692,0,0,0,0,0,0,"Teruel"
"6743",6743,2.015737489,0,0,0,0,0,0,"Valencia"
"13649",13649,0.093034038,0,0,0,0,0,0,"Teruel"
"5464",5464,1.302476531,0,0,0,0,0,0,"Ciudad_Real"
"13363",13363,0.589215574,0,0,0,0,0,0,"Tarragona"
"274",274,0,0,0,1.108077801,0,0,0,"Cadiz"
"17649",17649,2.077760181,0,0,0,0,0,0,"Barcelona"
"5588",5588,0.496181536,0,0,0,0,0,0,"Cordoba"
"3198",3198,3.101134598,0,1.192426313,0.554038901,0,3.697874496,1.718149204,"Murcia"
"20658",20658,0.279102114,0,2.384852627,0,0,0.665617409,0,"Girona"
"11199",11199,0.62022692,0,0,0,0,0,0,"Cuenca"
"5866",5866,0,0,0.397475438,0,0,0,0,"Badajoz"
"12578",12578,0.589215574,0,0.794950876,0,0,0.468397436,0,"Teruel"
"19302",19302,0.217079422,0,0,0,0,0,0,"Soria"
"21221",21221,0.46517019,0,0,0.554038901,0,0,0.257722381,"Leon"
"4076",4076,2.85304383,2.436759229,0,0.554038901,6.952180884,0,1.580697267,"Cordoba"
"10474",10474,0.62022692,0,0,0,0,0,0,"Cuenca"
"3074",3074,0,0,12.71921401,0.554038901,0,0,0,"Murcia"
"3072",3072,0.186068076,0,6.359607005,0,0,1.183319839,0,"Murcia"
"20841",20841,0.77528365,0,0,0,0,0,0,"Huesca"
"16721",16721,5.023838049,0,0,0,0,0,0,"Barcelona"
"22018",22018,0.31011346,0,0,0,0,0,0,"Navarre"
"4199",4199,2.077760181,0,0,0,0,0,0,"Cordoba"
"14786",14786,0.124045384,0,1.192426313,0,0,0.14791498,0,"Teruel"
"26146",26146,0.372136152,0,0,0.554038901,0,0,0.206177904,"ACorunia"
