"","ID","jab","ext","int","red","jab_ex","jab_in","jab_re","province"
"1526",1526,0.930340379,0,0,0,0,0,0,"Granada"
"8683",8683,3.101134598,0,0,0,0,0,0,"Caceres"
"9176",9176,1.271465185,0,0,0,0,0,0,"Cuenca"
"18114",18114,0.186068076,0,0,0,0,0,0,"Valladolid"
"17222",17222,0.248090768,0,1.589901751,0,0,0.394439946,0,"Huesca"
"9088",9088,0.062022692,0,0,0,0,0,0,"Caceres"
"22879",22879,1.426521915,0,0.794950876,0,0,1.134014846,0,"Navarre"
"9671",9671,0,0,0,0,0,0,0,"Valencia"
"6037",6037,0.186068076,0.609189807,0,0,0.113350775,0,0,"Cordoba"
"15381",15381,0.15505673,0,0,0,0,0,0,"Segovia"
"15907",15907,0.558204228,0,0,0,0,0,0,"Soria"
"15289",15289,0.403147498,0,0,0,0,0,0,"Zaragoza"
"13762",13762,2.046748835,0,0,0,0,0,0,"Guadalajara"
"3287",3287,0,0,0,0,0,0,0,"Jaen"
"25456",25456,0.434158844,0,0,0,0,0,0,"Asturias"
"2441",2441,0,0,0,0,0,0,0,"Sevilla"
"7397",7397,1.798658067,0,0,0,0,0,0,"Ciudad_Real"
"3958",3958,0.238616035,0,0,0,0,0,0,"Cordoba"
"10481",10481,0.899329033,0,0,0,0,0,0,"Cuenca"
"14203",14203,0,0,0,0,0,0,0,"Avila"
"24197",24197,0.682249612,0,0,0,0,0,0,"Burgos"
"17020",17020,0.39308126,0,0.397475438,0,0,0.156240146,0,"Zaragoza"
"13131",13131,0.062022692,0,0,0,0,0,0,"Madrid"
"18873",18873,1.612589991,0,0.397475438,0,0,0.640964913,0,"Huesca"
"13029",13029,0.217079422,0,0,0,0,0,0,"Teruel"
"13413",13413,0.744272304,0,0,0,0,0,0,"Avila"
"17862",17862,2.85304383,0.609189807,0.794950876,0.554038901,1.738045221,2.268029691,1.580697267,"Girona"
"21285",21285,1.581578645,0,0,0,0,0,0,"Burgos"
"25011",25011,0.347430289,0,0,0,0,0,0,"Leon"
"24131",24131,0.341124806,0,0,0,0,0,0,"Lugo"
"4764",4764,1.302476531,0,0,0,0,0,0,"Jaen"
"6417",6417,1.271465185,0,0,0,0,0,0,"Albacete"
"10149",10149,0.682249612,0,0,0,0,0,0,"Toledo"
"16608",16608,0.682249612,0,0,0,0,0,0,"Segovia"
"21357",21357,3.411248058,0.609189807,3.57727894,1.662116702,2.078097547,12.202985838,5.669892372,"Huesca"
"21365",21365,2.511919025,0,0,0,0,0,0,"Huesca"
"21093",21093,1.395510569,0,0,0,0,0,0,"Huesca"
"14544",14544,0.186068076,0,0,0,0,0,0,"Segovia"
"14597",14597,0.806294996,0,0.397475438,0,0,0.320482456,0,"Zaragoza"
"10628",10628,0.124045384,0,0,0,0,0,0,"Cuenca"
"14795",14795,0.434158844,0,0.397475438,0,0,0.172567476,0,"Teruel"
"19919",19919,0,0,0,0,0,0,0,"Pontevedra"
"8245",8245,1.023374417,0,0.397475438,1.108077801,0,0.406766195,1.133978474,"Badajoz"
"17911",17911,0.217079422,0,0,0,0,0,0,"Valladolid"
"8677",8677,3.101134598,0,0,0,0,0,0,"Caceres"
"5942",5942,0.899329033,0,0,0,0,0,0,"Albacete"
"19202",19202,0.899329033,0,0,0,0,0,0,"Ourense"
"8374",8374,0.248090768,0.609189807,1.192426313,3.878272305,0.151134367,0.29582996,0.962163554,"Caceres"
"12818",12818,0.413833172,0,0,0,0,0,0,"Madrid"
"21805",21805,0.589215574,0,0,0,0,0,0,"Navarre"
"11667",11667,0.372136152,0,0,0,0,0,0,"Valencia"
"19669",19669,0.806294996,0,4.372229816,0.554038901,0,3.52530702,0.446718793,"Girona"
"18285",18285,0.589215574,0,0,0,0,0,0,"Zamora"
"10182",10182,0,0,0,0,0,0,0,"Toledo"
"6719",6719,0.806294996,0,0,0,0,0,0,"Albacete"
"18564",18564,0.093034038,0,0,0,0,0,0,"Burgos"
"13761",13761,1.519555953,0,0,0,0,0,0,"Madrid"
"20689",20689,0.527192882,0,3.974754378,0,0,2.095462215,0,"Ourense"
"23181",23181,0.341124806,0,1.192426313,0.554038901,0,0.406766195,0.188996412,"Pontevedra"
"15567",15567,0.434158844,0,0.794950876,0,0,0.345134953,0,"Soria"
"3882",3882,1.426521915,0,1.589901751,0,0,2.268029691,0,"Murcia"
"308",308,0,0,0.397475438,0,0,0,0,"Cadiz"
"11850",11850,1.798658067,0,2.384852627,0,0,4.289534416,0,"Castellon"
"2306",2306,0,0,0,0,0,0,0,"Sevilla"
"16959",16959,0.062022692,0,0,0,0,0,0,"Valladolid"
"3254",3254,0.62022692,1.218379614,0,0,0.755671835,0,0,"Sevilla"
"5922",5922,1.054385763,0,0,0,0,0,0,"Ciudad_Real"
"9289",9289,0.186068076,0,0,0,0,0,0,"Toledo"
"20945",20945,0.217079422,0,0.397475438,0,0,0.086283738,0,"Ourense"
"14897",14897,0.682249612,0,0,0,0,0,0,"Guadalajara"
"19184",19184,1.209442493,0,1.987377189,1.108077801,0,2.403618423,1.340156379,"Girona"
"22550",22550,0.403147498,0,0,1.108077801,0,0,0.446718793,"Lugo"
"16908",16908,0,0,0,0,0,0,0,"Barcelona"
"25732",25732,0.961351725,0,0,0,0,0,0,"Asturias"
"10067",10067,1.178431147,0,0,0,0,0,0,"Cuenca"
"10306",10306,0.031011346,0,0,0,0,0,0,"Toledo"
"12066",12066,0.031011346,0,0,0,0,0,0,"Madrid"
"24137",24137,0.124045384,0,0,0,0,0,0,"Asturias"
"25059",25059,0.961351725,0,0,0,0,0,0,"Vizcaya"
"14946",14946,0.124045384,0,0.397475438,0,0,0.049304993,0,"Teruel"
"15023",15023,0.341124806,0,0.397475438,0.554038901,0,0.135588732,0.188996412,"Segovia"
"24090",24090,0.093034038,0,0,0.554038901,0,0,0.051544476,"ACorunia"
"20023",20023,0.031011346,0,0.397475438,0.554038901,0,0.012326248,0.017181492,"Burgos"
"7132",7132,1.364499223,0,0,0,0,0,0,"Ciudad_Real"
"4297",4297,0,0,0,0,0,0,0,"Alicante"
"17098",17098,0.372136152,0,0,1.108077801,0,0,0.412355809,"Zamora"
"15698",15698,0.093034038,0,0.397475438,0,0,0.036978745,0,"Valladolid"
"4094",4094,0.124045384,0,0,1.108077801,0,0,0.137451936,"Jaen"
"25942",25942,1.612589991,0,0,1.108077801,0,0,1.786875172,"Asturias"
"6215",6215,2.232816911,0,0,0,0,0,0,"Ciudad_Real"
"6269",6269,0.589215574,0,0,0,0,0,0,"Murcia"
"1520",1520,1.488544607,0,0,0.554038901,0,0,0.824711618,"Granada"
"18878",18878,0.434158844,0,1.192426313,0.554038901,0,0.517702429,0.240540889,"Huesca"
"3774",3774,0.46517019,1.827569422,0.397475438,0.554038901,0.850130815,0.184893725,0.257722381,"Huelva"
"8057",8057,0.434158844,0.609189807,0,0,0.264485142,0,0,"Badajoz"
"5299",5299,0.124045384,0,1.589901751,0,0,0.197219973,0,"Cordoba"
"25416",25416,0.062022692,0.609189807,0,0,0.037783592,0,0,"ACorunia"
"15758",15758,0.372136152,0,0,0,0,0,0,"Zaragoza"
"4508",4508,0.248090768,0,0,0,0,0,0,"Jaen"
"22294",22294,0.062022692,0,0,0,0,0,0,"Lleida"
"1935",1935,0,0,0,0,0,0,0,"Sevilla"
"25145",25145,0.372136152,0,0,0.554038901,0,0,0.206177904,"Asturias"
"5178",5178,2.604953063,1.827569422,0,0,4.760732562,0,0,"Jaen"
"25731",25731,1.085397109,0,0.397475438,1.662116702,0,0.431418691,1.804056664,"Asturias"
"24935",24935,0.124045384,0,0,1.108077801,0,0,0.137451936,"ACorunia"
"1801",1801,0,0,0,0,0,0,0,"Huelva"
"21871",21871,0.279102114,0,0,0,0,0,0,"Girona"
"3820",3820,1.209442493,0,0,0,0,0,0,"Cordoba"
"5718",5718,0,1.218379614,0.397475438,0.554038901,0,0,0,"Badajoz"
"3455",3455,0.77528365,0,0,0,0,0,0,"Granada"
"12499",12499,1.209442493,0,0,0,0,0,0,"Avila"
"2136",2136,0.279102114,0,0.794950876,0.554038901,0,0.22187247,0.154633428,"Almeria"
"4210",4210,2.356862295,0,0,0,0,0,0,"Cordoba"
"856",856,0.062022692,0.609189807,0.397475438,0,0.037783592,0.024652497,0,"Sevilla"
"4780",4780,1.798658067,0,0,0,0,0,0,"Jaen"
"9375",9375,1.147419801,0,0,0,0,0,0,"Caceres"
"1213",1213,0.279102114,0,0,0,0,0,0,"Almeria"
"15802",15802,0.279102114,0,0,0,0,0,0,"Zaragoza"
"10048",10048,1.922703451,0,0,0,0,0,0,"Cuenca"
"11525",11525,0.248090768,0,0,0,0,0,0,"Teruel"
"19057",19057,0.192431417,0,0,0,0,0,0,"Burgos"
"2219",2219,0.930340379,0,0,0.554038901,0,0,0.515444761,"Cordoba"
"13987",13987,1.147419801,0,0,0,0,0,0,"Teruel"
"9587",9587,0.899329033,0,0.397475438,1.108077801,0,0.357461201,0.996526538,"Toledo"
"17476",17476,0.713260958,0,0.794950876,1.108077801,0,0.567007423,0.790348634,"Zamora"
"7903",7903,1.426521915,0,0,0,0,0,0,"Valencia"
"16511",16511,0.589215574,0,0,0,0,0,0,"Huesca"
"6005",6005,0,1.218379614,2.384852627,3.324233404,0,0,0,"Badajoz"
"15978",15978,0.31011346,0,0,0,0,0,0,"Zaragoza"
"5291",5291,0.093034038,0,1.192426313,0,0,0.110936235,0,"Badajoz"
"8482",8482,0.403147498,0,0,0,0,0,0,"Valencia"
"1158",1158,0.217079422,0,1.987377189,0,0,0.431418691,0,"Sevilla"
"7734",7734,0.031011346,0,0,0,0,0,0,"Albacete"
"22568",22568,0.868317688,0,0,4.432311205,0,0,3.848654216,"Leon"
"2313",2313,0,0,0.397475438,0,0,0,0,"Sevilla"
"24497",24497,0.217079422,0,0,0,0,0,0,"Leon"
"8075",8075,1.891692105,0.609189807,0,0,1.152399549,0,0,"Caceres"
"978",978,0.46517019,0,0,0,0,0,0,"Granada"
"13491",13491,0.068672582,0,0,0,0,0,0,"Teruel"
"3038",3038,0.217079422,0,0,0,0,0,0,"Jaen"
"764",764,1.178431147,0,0,0,0,0,0,"Malaga"
"14617",14617,0.403147498,0,0.397475438,0,0,0.160241228,0,"Teruel"
"18951",18951,1.085397109,0,0,0,0,0,0,"Ourense"
"12870",12870,0.62022692,0,0.397475438,0,0,0.246524966,0,"Teruel"
"4417",4417,0.651238266,0,0,0,0,0,0,"Murcia"
"5142",5142,0,0,2.384852627,3.878272305,0,0,0,"Badajoz"
"15052",15052,1.364499223,0,0,0,0,0,0,"Guadalajara"
"22144",22144,0.093034038,0,0,0,0,0,0,"Leon"
"10150",10150,1.829669413,0,0,0,0,0,0,"Toledo"
"5843",5843,0.217079422,0,0,0,0,0,0,"Alicante"
"284",284,7.25665496,0,0,0,0,0,0,"Cadiz"
"6164",6164,0.023266381,0,0,0,0,0,0,"Badajoz"
"23051",23051,0.279102114,0,0,0,0,0,0,"Palencia"
"1196",1196,0.577178681,0,0,0,0,0,0,"Granada"
"1204",1204,0,0,0,0,0,0,0,"Almeria"
"8632",8632,1.209442493,0,0,0,0,0,0,"Valencia"
"17196",17196,0.372136152,0,0,0,0,0,0,"Zaragoza"
"4144",4144,1.116408455,0,0,0,0,0,0,"Murcia"
"7057",7057,3.752372864,0,0,0,0,0,0,"Valencia"
"5116",5116,0.031011346,0,0,0,0,0,0,"Alicante"
"10778",10778,0.496181536,0,0.397475438,0,0,0.197219973,0,"Cuenca"
"23399",23399,0.430105309,0,0,0,0,0,0,"Lugo"
"1307",1307,0.31011346,0,0,0.554038901,0,0,0.17181492,"Almeria"
"17243",17243,0.186068076,0,5.167180691,0,0,0.961447369,0,"Lleida"
"18299",18299,4.031474978,0,0,0,0,0,0,"Zamora"
"22418",22418,0.15505673,0,0,0,0,0,0,"Burgos"
"20773",20773,0.558204228,0,0,0,0,0,0,"Burgos"
"5330",5330,3.070123252,0,0,0,0,0,0,"Ciudad_Real"
"8232",8232,0.062022692,0,0,0,0,0,0,"Caceres"
"13098",13098,0.62022692,0,0,1.662116702,0,0,1.030889522,"Avila"
"2179",2179,0.077823445,0,0,0,0,0,0,"Sevilla"
"23935",23935,0.248090768,0,0.397475438,1.662116702,0,0.098609987,0.412355809,"Lugo"
"25229",25229,0.77528365,0,0.397475438,0.554038901,0,0.308156208,0.429537301,"Guipuzcoa"
"12831",12831,1.488544607,0,0,0,0,0,0,"Guadalajara"
"900",900,1.891692105,0,0,0.554038901,0,0,1.048071014,"Granada"
"13984",13984,0.279102114,0,1.192426313,0,0,0.332808705,0,"Teruel"
"1699",1699,0.186068076,0,0,0,0,0,0,"Sevilla"
"8066",8066,1.209442493,4.26432865,0,0,5.157460275,0,0,"Caceres"
"25095",25095,0.124045384,0,0.794950876,0,0,0.098609987,0,"ACorunia"
"7137",7137,0,0,0,0,0,0,0,"Ciudad_Real"
"12134",12134,0.496181536,0,0,0,0,0,0,"Teruel"
"16353",16353,1.054385763,0,1.987377189,0,0,2.095462215,0,"Tarragona"
"11799",11799,1.240453839,0,0,0,0,0,0,"Cuenca"
"24676",24676,0.682249612,0,0,0,0,0,0,"Asturias"
"11437",11437,1.860680759,0,0,0,0,0,0,"Avila"
"25461",25461,1.116408455,0,0,0,0,0,0,"Asturias"
"20774",20774,0.558204228,0,0,0,0,0,0,"Burgos"
"2511",2511,0.341124806,0,0,0,0,0,0,"Almeria"
"12569",12569,0.062022692,0,0,0,0,0,0,"Teruel"
"16931",16931,0.434158844,0,0,0.554038901,0,0,0.240540889,"Zamora"
"13269",13269,1.860680759,0,0,0,0,0,0,"Avila"
"6813",6813,3.16315729,0,0,0,0,0,0,"Ciudad_Real"
"4875",4875,0.062022692,1.827569422,0.397475438,0,0.113350775,0.024652497,0,"Cordoba"
"21776",21776,0.086351036,0,0,0,0,0,0,"La_Rioja"
"25038",25038,0.186068076,0,0,0.554038901,0,0,0.103088952,"Cantabria"
"15947",15947,0.930340379,0,0,0,0,0,0,"Zaragoza"
"21837",21837,2.791021138,0,0.397475438,0,0,1.109362349,0,"Huesca"
"18005",18005,0.713260958,0,1.192426313,0,0,0.850511134,0,"Huesca"
"9387",9387,0.248090768,1.218379614,0,0,0.302268734,0,0,"Caceres"
"15931",15931,0.403147498,0,0.397475438,0,0,0.160241228,0,"Zaragoza"
"22089",22089,1.209442493,0,0,0,0,0,0,"Lleida"
"4525",4525,0.682249612,0,0,0,0,0,0,"Jaen"
"1692",1692,0.031011346,0,0,0,0,0,0,"Sevilla"
"5915",5915,1.519555953,0,0,0,0,0,0,"Ciudad_Real"
"17926",17926,0.062022692,0,0,0,0,0,0,"Burgos"
"4465",4465,0.031011346,2.436759229,0.397475438,1.662116702,0.075567184,0.012326248,0.051544476,"Cordoba"
"25647",25647,0.31011346,1.827569422,0,0,0.566753876,0,0,"Cantabria"
"5788",5788,1.984726143,0,0,0,0,0,0,"Ciudad_Real"
"3568",3568,0.15505673,0,0,0,0,0,0,"Jaen"
"21491",21491,0.186068076,0,0,0,0,0,0,"Palencia"
"21679",21679,0.46517019,0,0,1.108077801,0,0,0.515444761,"Lugo"
"24440",24440,0.031011346,0,0,0,0,0,0,"ACorunia"
"19437",19437,0.46517019,0,0,0,0,0,0,"Ourense"
"10719",10719,0.46517019,0,0.794950876,0,0,0.36978745,0,"Toledo"
"7899",7899,0.513679381,0,0,0,0,0,0,"Valencia"
"23912",23912,0.124045384,0,0,0,0,0,0,"ACorunia"
"5307",5307,0.186068076,2.436759229,0.794950876,2.216155603,0.453403101,0.14791498,0.412355809,"Cordoba"
"1004",1004,0.279102114,0,0,0,0,0,0,"Almeria"
"8718",8718,0.434158844,0,0,0,0,0,0,"Toledo"
"20501",20501,0.279102114,0,0,0,0,0,0,"Palencia"
"24256",24256,0.31011346,0,0,0,0,0,0,"Navarre"
"21076",21076,0.992363071,0,0,0,0,0,0,"Zaragoza"
"1494",1494,0.217079422,0,0,0,0,0,0,"Malaga"
"11484",11484,0.744272304,0,0,0,0,0,0,"Guadalajara"
"10855",10855,0.403147498,0.609189807,0,0,0.245593346,0,0,"Toledo"
"16747",16747,0.527192882,0,1.589901751,0.554038901,0,0.838184886,0.292085365,"Zamora"
"14604",14604,0.558204228,0,0,0,0,0,0,"Teruel"
"5237",5237,0.124045384,0,0,0,0,0,0,"Murcia"
"13365",13365,0.341124806,0,3.179803502,0,0,1.084709852,0,"Tarragona"
"17376",17376,0.558204228,0,0,0,0,0,0,"Zaragoza"
"5879",5879,0.341124806,0,0.397475438,0,0,0.135588732,0,"Badajoz"
"22748",22748,0.248090768,0,0,0,0,0,0,"Pontevedra"
"25839",25839,0.589215574,0,0,1.108077801,0,0,0.652896697,"Asturias"
"8636",8636,0.093034038,0,0.397475438,0,0,0.036978745,0,"Valencia"
"4871",4871,0,1.218379614,0.794950876,0.554038901,0,0,0,"Badajoz"
"1398",1398,1.643601337,0,0,0,0,0,0,"Granada"
"8184",8184,0.868317688,0,0,0,0,0,0,"Valencia"
"22975",22975,0.279102114,0,2.782328065,0.554038901,0,0.776553644,0.154633428,"Pontevedra"
"18404",18404,0.031011346,0,0,0,0,0,0,"Zaragoza"
"24018",24018,0.713260958,0,0,0,0,0,0,"Cantabria"
"13838",13838,0.338916637,0,0,0,0,0,0,"Teruel"
"17737",17737,0.930340379,0,0,0,0,0,0,"Soria"
"17597",17597,0.124045384,0,0,0,0,0,0,"Zaragoza"
"17518",17518,0.124045384,0,0,0,0,0,0,"Valladolid"
"14602",14602,1.612589991,0,0,0,0,0,0,"Teruel"
"18275",18275,0.744272304,0,0,0,0,0,0,"Ourense"
"20272",20272,0.124045384,0,0,0,0,0,0,"Burgos"
"11514",11514,0.899329033,0,0,0,0,0,0,"Valencia"
"6148",6148,0.093034038,2.436759229,0,1.108077801,0.226701551,0,0.103088952,"Badajoz"
"3936",3936,2.108771527,0.609189807,0,0,1.28464212,0,0,"Cordoba"
"7382",7382,0,0,0,0.554038901,0,0,0,"Badajoz"
"5422",5422,0,0.609189807,0.397475438,2.770194503,0,0,0,"Badajoz"
"15014",15014,0,0,0,0,0,0,0,"Avila"
"8676",8676,2.449896333,0,0,0,0,0,0,"Caceres"
"12978",12978,0.124045384,0,0,0,0,0,0,"Madrid"
"12113",12113,0.651238266,0,0,0,0,0,0,"Teruel"
"22773",22773,0.651238266,0,0,0.554038901,0,0,0.360811333,"Lugo"
"8640",8640,0.434158844,0.609189807,0,0,0.264485142,0,0,"Caceres"
"5118",5118,0.31011346,14.620555372,5.167180691,11.080778014,4.534031011,1.602412282,3.436298407,"Badajoz"
"8929",8929,0,0,0.397475438,0,0,0,0,"Valencia"
"20736",20736,0,0,0,0,0,0,0,"Leon"
"7531",7531,3.039111906,0,0,0,0,0,0,"Ciudad_Real"
"20927",20927,0.744272304,0,0,0,0,0,0,"Pontevedra"
"23189",23189,0.558204228,0,0.794950876,5.540389007,0,0.44374494,3.092668567,"Lugo"
"6330",6330,0.15505673,0,0.794950876,0.554038901,0,0.123262483,0.08590746,"Badajoz"
"1458",1458,0.093034038,0.609189807,0,0,0.056675388,0,0,"Sevilla"
"3730",3730,0.341124806,0,0,0,0,0,0,"Granada"
"14783",14783,0.124045384,0,0,0,0,0,0,"Teruel"
"25532",25532,0.806294996,0,0.397475438,0,0,0.320482456,0,"Vizcaya"
"11619",11619,0,0,0,0,0,0,0,"Madrid"
"4753",4753,0.062022692,14.011365565,0,0,0.86902261,0,0,"Cordoba"
"3959",3959,0,0,0,0,0,0,0,"Jaen"
"15829",15829,0.62022692,0,4.769705254,0,0,2.958299597,0,"Tarragona"
"14479",14479,0.930340379,0,0,0,0,0,0,"Tarragona"
"8565",8565,2.325850949,0,0,0,0,0,0,"Toledo"
"25002",25002,0.527192882,0,0,0,0,0,0,"Asturias"
"4830",4830,1.085397109,0,0,0,0,0,0,"Alicante"
"5565",5565,0,0.609189807,0.794950876,0,0,0,0,"Badajoz"
"19168",19168,2.139782873,0,3.974754378,0,0,8.505111342,0,"Barcelona"
"4059",4059,1.116408455,0,0,0,0,0,0,"Sevilla"
"22819",22819,0.403147498,0,0,0,0,0,0,"Leon"
"268",268,0,0,0,0,0,0,0,"Malaga"
"22544",22544,0.279102114,0,3.57727894,0,0,0.998426114,0,"Pontevedra"
"18923",18923,2.108771527,0,3.57727894,0,0,7.543663973,0,"Barcelona"
"22322",22322,0.279102114,0,0,0,0,0,0,"Pontevedra"
"17345",17345,0.279102114,0,0.397475438,0,0,0.110936235,0,"Soria"
"18154",18154,0.46517019,0,0,0,0,0,0,"Soria"
"2658",2658,0.093034038,0,0,0,0,0,0,"Murcia"
"25500",25500,1.147419801,0,0,0,0,0,0,"Cantabria"
"21831",21831,1.767646721,0,0,0,0,0,0,"Huesca"
"24532",24532,0.46517019,0,0,0,0,0,0,"Palencia"
"4494",4494,3.039111906,0,0,0,0,0,0,"Jaen"
"24903",24903,0.589215574,0,0,0.554038901,0,0,0.326448349,"Guipuzcoa"
"16405",16405,0.558204228,0,0,0,0,0,0,"Valladolid"
"8943",8943,0.279102114,0.609189807,0,0,0.170026163,0,0,"Caceres"
"6555",6555,1.922703451,0,0,0,0,0,0,"Albacete"
"14409",14409,0.558204228,0,0,0,0,0,0,"Guadalajara"
"2622",2622,0.527192882,0,0,0,0,0,0,"Jaen"
"23860",23860,0.496181536,0,0,0,0,0,0,"Alava"
"16064",16064,0.031011346,0,0.397475438,0,0,0.012326248,0,"Segovia"
"13063",13063,0.62022692,3.045949036,0,0,1.889179588,0,0,"Salamanca"
"22101",22101,0.15505673,0,0,0,0,0,0,"Pontevedra"
"12390",12390,0.806294996,0,0,0,0,0,0,"Cuenca"
"21902",21902,0.46517019,0,0,0.554038901,0,0,0.257722381,"Lugo"
"12061",12061,0,0,0,0,0,0,0,"Madrid"
"175",175,0,0,0,0,0,0,0,"Cadiz"
"8841",8841,3.287202674,0,0,0,0,0,0,"Ciudad_Real"
"15436",15436,0.217079422,0,0.397475438,0,0,0.086283738,0,"Zaragoza"
"6652",6652,1.147419801,0,0.397475438,1.108077801,0,0.456071188,1.271430411,"Badajoz"
"7814",7814,0.124045384,0.609189807,0,0,0.075567184,0,0,"Badajoz"
"3176",3176,0.992363071,0,0,0,0,0,0,"Granada"
"10315",10315,0.961351725,0,0,0,0,0,0,"Toledo"
"18621",18621,0.248090768,0,0.397475438,0,0,0.098609987,0,"Zaragoza"
"10248",10248,1.612589991,0.609189807,0,0,0.982373386,0,0,"Caceres"
"24865",24865,0.868317688,0,0,0,0,0,0,"Cantabria"
"18507",18507,0.248090768,0,0,0,0,0,0,"Ourense"
"10281",10281,1.426521915,0,0.794950876,0.554038901,0,1.134014846,0.790348634,"Toledo"
"9886",9886,0.15505673,0,0,0,0,0,0,"Toledo"
"4652",4652,0.744272304,0,0,0.554038901,0,0,0.412355809,"Jaen"
"21003",21003,0.062022692,0,0,0,0,0,0,"Palencia"
"24086",24086,0.093034038,0,0,0,0,0,0,"ACorunia"
"19311",19311,0.341124806,0,0,0,0,0,0,"Soria"
"24774",24774,0.124045384,0,0,0,0,0,0,"ACorunia"
"1133",1133,0,0,0,0,0,0,0,"Sevilla"
"6895",6895,0.930340379,0,0,0,0,0,0,"Valencia"
"19568",19568,0.031011346,0,1.987377189,0,0,0.061631242,0,"Navarre"
"15709",15709,0.15505673,0,0,0,0,0,0,"Segovia"
"11091",11091,1.054385763,0,0,0,0,0,0,"Castellon"
"15793",15793,1.643601337,0,0,0,0,0,0,"Zaragoza"
"7497",7497,0,0,0,0,0,0,0,"Badajoz"
"16370",16370,1.209442493,0,0,0,0,0,0,"Barcelona"
"12784",12784,1.147419801,0.609189807,0,0,0.698996448,0,0,"Avila"
"12582",12582,0.31011346,0,0,0,0,0,0,"Teruel"
"3131",3131,0.186068076,0,0,0,0,0,0,"Cordoba"
"2433",2433,0.062022692,0,0,0,0,0,0,"Sevilla"
"23982",23982,1.023374417,0,0,0,0,0,0,"Leon"
"20118",20118,1.922703451,0,0,0,0,0,0,"Lleida"
"25257",25257,0.124045384,0,0.794950876,0,0,0.098609987,0,"ACorunia"
"7401",7401,2.915066522,0,0,0,0,0,0,"Ciudad_Real"
"14237",14237,4.155520362,0,0,0,0,0,0,"Guadalajara"
"12775",12775,0.744272304,0,0.397475438,0,0,0.29582996,0,"Salamanca"
"10901",10901,0.403147498,0,0,0,0,0,0,"Cuenca"
"17232",17232,0.279102114,0,4.372229816,0,0,1.220298584,0,"Huesca"
"23384",23384,0.682249612,0,0,2.770194503,0,0,1.889964124,"Lugo"
"12969",12969,1.116408455,0,0,0,0,0,0,"Madrid"
"6130",6130,0.806294996,0,0,0,0,0,0,"Alicante"
"16347",16347,0.589215574,0,0,0,0,0,0,"Lleida"
"21078",21078,2.6979871,0,0,0,0,0,0,"Zaragoza"
"20530",20530,0.39233375,0,0,0,0,0,0,"Burgos"
"6197",6197,1.674612683,1.827569422,0,1.108077801,3.060470932,0,1.85560114,"Ciudad_Real"
"8183",8183,0.77528365,0,0,0,0,0,0,"Valencia"
"24447",24447,0.093034038,0,0,1.662116702,0,0,0.154633428,"ACorunia"
"11586",11586,0.062022692,0,0,0,0,0,0,"Avila"
"21053",21053,0.372136152,0,0,0,0,0,0,"La_Rioja"
"19952",19952,0.558204228,0,0,0,0,0,0,"Ourense"
"19777",19777,0.806294996,0,0,0,0,0,0,"Burgos"
"2398",2398,1.147419801,0,0,0,0,0,0,"Murcia"
"13490",13490,0.108987199,0,0.794950876,0,0,0.086639469,0,"Teruel"
"22167",22167,0.248090768,0,0,0,0,0,0,"Leon"
"4880",4880,0.713260958,1.218379614,0.397475438,0,0.86902261,0.283503711,0,"Cordoba"
"17766",17766,0.248090768,0,0.397475438,0,0,0.098609987,0,"Soria"
"15778",15778,0.161445001,0,0,0,0,0,0,"Zaragoza"
"1883",1883,0.217079422,0,0,0,0,0,0,"Granada"
"7376",7376,0.31011346,0,0,0.554038901,0,0,0.17181492,"Badajoz"
"6045",6045,3.31821402,0,0,0,0,0,0,"Cordoba"
"642",642,0.124045384,0,0,0,0,0,0,"Almeria"
"25052",25052,1.023374417,0,0,0,0,0,0,"Vizcaya"
"4233",4233,2.542930371,0.609189807,0,0,1.549127262,0,0,"Jaen"
"20977",20977,0.248090768,0.609189807,0,1.108077801,0.151134367,0,0.274903873,"Leon"
"9830",9830,0.124045384,0,0,2.216155603,0,0,0.274903873,"Caceres"
"24140",24140,0.093034038,0,0,0,0,0,0,"Asturias"
"1422",1422,0.682249612,0,0,0,0,0,0,"Almeria"
"5767",5767,2.6979871,0,0,0,0,0,0,"Ciudad_Real"
"18304",18304,0.180344265,0,0.794950876,0.554038901,0,0.143364831,0.099917738,"Zamora"
"7406",7406,1.085397109,0,0,0,0,0,0,"Ciudad_Real"
"8812",8812,2.85304383,0.609189807,0,0,1.738045221,0,0,"Caceres"
"11214",11214,0.496181536,0,0,0,0,0,0,"Cuenca"
"18319",18319,0.186068076,0,0.397475438,0,0,0.07395749,0,"Valladolid"
"20137",20137,1.860680759,0,0,0,0,0,0,"Lleida"
"18985",18985,0.093034038,0,0,0.554038901,0,0,0.051544476,"Zamora"
"11179",11179,1.054385763,0,0,0,0,0,0,"Toledo"
"21193",21193,0.930340379,0,0.397475438,0,0,0.36978745,0,"Ourense"
"11781",11781,0.031011346,0,0.397475438,0,0,0.012326248,0,"Madrid"
"16280",16280,0.031011346,0,1.192426313,0,0,0.036978745,0,"Soria"
"7533",7533,1.581578645,0,0,0,0,0,0,"Ciudad_Real"
"280",280,1.085397109,0.609189807,0,0,0.661212856,0,0,"Cadiz"
"23441",23441,0.248090768,0,0,0,0,0,0,"Palencia"
"18887",18887,3.535293442,0,0,0,0,0,0,"Huesca"
"14559",14559,1.178431147,0,0,0,0,0,0,"Guadalajara"
